Company,City,Year,Deposit Ratio,Equity to Assets Ratio,LLP,Loan Ratio,NPL,ROAA,ROAE,Standard Deviation of ROAA,Total Assets EUR,Total Customer Deposits EUR,Z-Score,Unnamed: 14,Unnamed: 15,Unnamed: 16,GDP,INF,month,GPR,GPRT,GPRA,Ln_Total Assets EUR,Ln_Equity to Assets Ratio,Ln_Loan Ratio,Ln_LLP,Ln_Deposit Ratio
"CAIXA DE CREDITO AGRICOLA MUTUO DE POVOA DE VARZIM, VILA DO CONDE E ESPOSENDE CRL",POVOA DE VARZIM,2018,0.865868688,6.690594284,2.405783509,59.14766039,2.029374048,0.388985646,5.838791813,0.113800437,397.588,344.259,4.130523489,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,5.9854162932404416,1.9007027018839244,4.080037035795968,0.8778756338698293,-0.1440220124017545
"CAIXA DE CREDITO AGRICOLA MUTUO DE POVOA DE VARZIM, VILA DO CONDE E ESPOSENDE CRL",POVOA DE VARZIM,2019,0.88204835,6.250068974,1.969142995,53.85274143,1.078388043,0.366305964,5.673913835,0.099341196,453.067,399.627,4.198742554,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.11604001741624,1.8325924995274157,3.9862533109416947,0.6775984201790184,-0.1255084058837256
"CAIXA DE CREDITO AGRICOLA MUTUO DE POVOA DE VARZIM, VILA DO CONDE E ESPOSENDE CRL",POVOA DE VARZIM,2020,0.929732107,6.406282757,1.943121026,49.57803913,1.479698857,0.502551604,7.938002219,0.059604688,486.538,452.35,4.75282199,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.1873150075171335,1.8572791896134135,3.9035479762081566,0.6642954566695747,-0.07285879132046637
"CAIXA DE CREDITO AGRICOLA MUTUO DE POVOA DE VARZIM, VILA DO CONDE E ESPOSENDE CRL",POVOA DE VARZIM,2021,0.934292499,5.997731268,1.841962944,44.6865357,0.855683525,0.325647284,5.261021606,0.075653553,548.324,512.295,4.425844518,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.306866353109903,1.7913812757219056,3.799672241480143,0.6108318203669166,-0.06796572168596814
"CAIXA DE CREDITO AGRICOLA MUTUO DE POVOA DE VARZIM, VILA DO CONDE E ESPOSENDE CRL",POVOA DE VARZIM,2022,0.936472608,5.822100231,1.630784838,41.45311615,0.837734695,0.338371703,5.728569941,0.080561977,589.478,552.03,4.336881878,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.379237399518515,1.7616610610804269,3.7245630572838873,0.4890613946423315,-0.0656350068583854
"CAIXA DE CREDITO AGRICOLA MUTUO DE POVOA DE VARZIM, VILA DO CONDE E ESPOSENDE CRL",POVOA DE VARZIM,2023,0.931624233,5.413854134,1.81167012,38.77640461,0.635190402,0.178251828,3.178750897,0.072667971,652.585,607.964,4.343210513,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.480941398911917,1.688961248457528,3.657811933035778,0.5942491380669999,-0.07082572907325194
"CAIXA DE CREDITO AGRICOLA MUTUO DE VALE DO SOUSA E BAIXO TAMEGA, C.R.L.",PENAFIEL,2017,0.832444255,6.387312786,8.339294177,60.75654223,7.023198721,0.027106093,0.455189156,0.252416248,512.516,426.641,3.386782085,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.239331930037439,1.8543136456678078,4.106874767451202,2.12097858173409,-0.1833890203304844
"CAIXA DE CREDITO AGRICOLA MUTUO DE VALE DO SOUSA E BAIXO TAMEGA, C.R.L.",PENAFIEL,2018,0.817486014,7.437004694,7.864968193,64.78716382,6.257571546,1.333070423,19.24456001,0.534234856,542.342,443.357,2.798265104,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.295896798755143,2.006468172889446,4.171107494538441,2.062418492382547,-0.20152148461395725
"CAIXA DE CREDITO AGRICOLA MUTUO DE VALE DO SOUSA E BAIXO TAMEGA, C.R.L.",PENAFIEL,2019,0.790797619,8.083382333,4.832858015,68.45315566,2.979347781,1.361742612,17.50770092,0.554449455,605.452,478.79,2.835278359,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.405975286523022,2.0898103905114427,4.226149652351866,1.5754380141984168,-0.23471319856527112
"CAIXA DE CREDITO AGRICOLA MUTUO DE VALE DO SOUSA E BAIXO TAMEGA, C.R.L.",PENAFIEL,2020,0.908663257,8.480633407,3.278906816,69.92817572,1.849882882,1.380620195,16.64534324,0.019548908,685.562,622.945,6.223449131,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.530238939843181,2.1377851412360354,4.24746865414541,1.1875100790384503,-0.09578070778525516
"CAIXA DE CREDITO AGRICOLA MUTUO DE VALE DO SOUSA E BAIXO TAMEGA, C.R.L.",PENAFIEL,2021,0.910411805,8.356945941,3.281794358,70.80741235,1.562965625,0.629045536,7.474617616,0.349931078,756.305,688.549,3.245685925,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.628444733973279,2.12309304228951,4.259963689428657,1.1883903331789356,-0.09385824886637119
"CAIXA DE CREDITO AGRICOLA MUTUO DE VALE DO SOUSA E BAIXO TAMEGA, C.R.L.",PENAFIEL,2022,0.90302964,8.989457657,3.243890254,76.95177348,1.331587612,0.689889586,7.95547628,0.340860877,750.023,677.293,3.346275334,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.62010387272681,2.196052519300023,4.3431789071927955,1.176773305224677,-0.10199990218357897
"CAIXA DE CREDITO AGRICOLA MUTUO DE VALE DO SOUSA E BAIXO TAMEGA, C.R.L.",PENAFIEL,2023,0.900446801,9.170140901,2.827441196,75.86808895,1.183762494,0.893332567,9.834544611,0.113008692,816.247,734.987,4.489202925,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.704717005239323,2.215952651581079,4.328996160552453,1.039372131621229,-0.10486419329059643
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALENTEJO CENTRAL, C.R.L.",EVORA,2017,0.795984193,4.639680848,10.96720115,62.10825136,8.357894168,-1.549193328,-34.0607474,0.5498453,212.062,168.798,1.931209282,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,5.356878684746208,1.5346455811139008,4.128878852254418,2.3949091049976703,-0.22817595137512853
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALENTEJO CENTRAL, C.R.L.",EVORA,2018,0.785405044,5.341941888,9.353100066,64.54022963,6.449083237,0.919290246,18.37946469,1.008062508,225.667,177.24,1.826346813,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,5.419060461347949,1.6755892363058742,4.167288744566045,2.235707846208397,-0.24155571465360434
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALENTEJO CENTRAL, C.R.L.",EVORA,2019,0.825676141,6.528543497,5.043157679,68.08272286,4.130848231,1.138780832,19.13452834,1.080768949,238.338,196.79,1.959294928,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,5.4736898342537845,1.8761838704768314,4.220723478471215,1.618032409510409,-0.19155266345885752
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALENTEJO CENTRAL, C.R.L.",EVORA,2020,0.922760918,6.769343382,3.812150972,69.27877326,3.382817321,0.995447576,14.95576797,0.090994798,267.766,247.084,4.446552478,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,5.590113464778693,1.9124040928555661,4.238138557111266,1.338193589414857,-0.08038510511818513
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALENTEJO CENTRAL, C.R.L.",EVORA,2021,0.911942837,7.986640888,4.401240557,67.13536146,3.785522966,0.227420722,3.051256723,0.400137049,343.436,313.194,3.021795684,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,5.839000776981487,2.077770256861075,4.206710901587037,1.4818864459579848,-0.09217796960026939
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALENTEJO CENTRAL, C.R.L.",EVORA,2022,0.9092605,8.392527989,3.761572987,71.23654046,1.537681459,0.86528,10.55956679,0.33560448,359.689,327.051,3.317289256,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,5.8852397691942135,2.127341784867981,4.266005895479246,1.3248372175252243,-0.09512364720261235
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALENTEJO CENTRAL, C.R.L.",EVORA,2023,0.905747546,8.441486074,3.413156974,68.50754283,1.144860981,0.802119547,9.528457845,0.286963498,394.812,357.6,3.472332285,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,5.978409702234182,2.133158368226945,4.226943853512614,1.2276376618349891,-0.09899465856750736
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALGARVE, C.R.L.",FARO,2017,0.895333629,4.549492562,5.247821298,52.48324418,4.955653031,0.271328035,5.977339199,0.955821298,467.151,418.256,1.61621017,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.146652545876725,1.5150157019083375,3.9604939601794817,1.6578129996138535,-0.11055886033629185
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALGARVE, C.R.L.",FARO,2018,0.883454259,4.540253637,4.360586262,51.81483863,4.899523221,0.430193567,9.466008626,0.368670706,522.636,461.725,2.601361246,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.2588852370515005,1.5129828776733605,3.9476765682822044,1.4726065120829697,-0.12391576105838344
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALGARVE, C.R.L.",FARO,2019,0.894830306,4.438874128,2.89732585,50.22231936,2.22053483,0.546612769,12.18300654,0.374601494,585.644,524.052,2.588423572,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.37271209643651,1.4904007695138395,3.9164595366534334,1.0637881908879474,-0.11112118091869455
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALGARVE, C.R.L.",FARO,2020,0.88678241,4.428349731,2.397718675,46.70770973,2.428757105,0.407806441,9.198601168,0.060847542,646.313,573.139,4.375504074,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.471283906564467,1.4880269934348167,3.84390924162706,0.8745177332094406,-0.12015563679980734
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALGARVE, C.R.L.",FARO,2021,0.905784589,4.078413161,2.258923487,44.68185112,3.687912697,0.092121205,2.170063539,0.190171545,710.595,643.646,3.087872921,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.566102647254826,1.405707981635292,3.7995674039605016,0.8148883666156634,-0.09895376169431418
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALGARVE, C.R.L.",FARO,2022,0.952111551,3.912886485,1.912459358,42.1420721,2.553217594,0.086836924,2.174765224,0.15007647,758.826,722.487,3.282835523,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.6317725021022005,1.3642753330962667,3.7410465789754075,0.6483900357737998,-0.04907307563510699
"CAIXA DE CREDITO AGRICOLA MUTUO DO ALGARVE, C.R.L.",FARO,2023,0.956960331,3.604430165,2.273037175,36.11120876,2.332019445,0.132857972,3.543248474,0.020562492,853.422,816.691,5.202646892,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.749254149657618,1.2821636902816906,3.586603309112939,0.8211168997740594,-0.043993339798974566
"CAIXA DE CREDITO AGRICOLA MUTUO DO NOROESTE, C.R.L.",BARCELOS,2017,0.793864594,7.792914932,5.239279404,58.89300165,3.906229259,0.337024508,4.264537643,0.15313803,545.457,433.019,4.01535078,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.3016239754016965,2.0532149788516327,4.075722266110918,1.656183970555829,-0.23084236880193726
"CAIXA DE CREDITO AGRICOLA MUTUO DO NOROESTE, C.R.L.",BARCELOS,2018,0.801101269,8.153367528,5.098614961,60.6006697,4.471164624,0.803934001,10.07745855,0.206497745,572.794,458.866,3.769934797,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.3505261407312386,2.098431035531427,4.104305944169321,1.628968926572256,-0.22176791169041943
"CAIXA DE CREDITO AGRICOLA MUTUO DO NOROESTE, C.R.L.",BARCELOS,2019,0.839146346,8.199043088,4.810810811,61.32005665,2.797037422,0.740258364,9.053282886,0.203843896,597.338,501.254,3.780858245,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.392483117336249,2.1040174508752654,4.116106977845326,1.5708656376871866,-0.17537015864367364
"CAIXA DE CREDITO AGRICOLA MUTUO DO NOROESTE, C.R.L.",BARCELOS,2020,0.914988691,7.701155933,3.924089454,58.34661907,1.938736705,0.525824528,6.626134986,0.118968407,671.146,614.091,4.236316365,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.508986698996344,2.0413704387614144,4.066401414808776,1.367134338079363,-0.08884357334583727
"CAIXA DE CREDITO AGRICOLA MUTUO DO NOROESTE, C.R.L.",BARCELOS,2021,0.921184248,7.296119958,3.244239589,57.32548047,1.682611796,0.352423656,4.706104885,0.158627969,740.791,682.405,3.875708889,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.6077185342300915,1.9873426942487107,4.048745210217784,1.176880989567867,-0.08209521061732285
"CAIXA DE CREDITO AGRICOLA MUTUO DO NOROESTE, C.R.L.",BARCELOS,2022,0.91904136,7.194744761,3.166014019,54.96319658,1.779583736,0.524514513,7.240815811,0.081434937,788.242,724.427,4.551669301,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.669805149309285,1.9733508652139184,4.006663808158708,1.1524733894338557,-0.08442415219846802
"CAIXA DE CREDITO AGRICOLA MUTUO DO NOROESTE, C.R.L.",BARCELOS,2023,0.926288482,6.650117369,3.116043084,48.67009827,0.944682745,0.405365867,5.871575342,0.071968003,903.563,836.96,4.585338743,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.8063458364336595,1.8946345039856969,3.885064842951605,1.1365639546138124,-0.07656955721595894
"CAIXA DE CREDITO AGRICOLA MUTUO DOS ACORES, C.R.L",PONTA DELGADA,2017,0.75855734,9.119377955,3.115535518,50.08874279,1.903651569,0.324556244,3.489064127,0.036933829,449.614,341.058,5.55190303,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.108389436884715,2.2104015950714615,3.913796288032779,1.136401053354424,-0.27633688647864507
"CAIXA DE CREDITO AGRICOLA MUTUO DOS ACORES, C.R.L",PONTA DELGADA,2018,0.748310175,9.194309166,2.259307398,53.9180331,1.798806709,0.634818455,6.932092095,0.131398326,470.019,351.72,4.314872096,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.15277311941893,2.2185847237492706,3.987464987822982,0.81505830525346,-0.2899377145006306
"CAIXA DE CREDITO AGRICOLA MUTUO DOS ACORES, C.R.L",PONTA DELGADA,2019,0.79191008,10.04308385,1.105483875,55.38570038,0.831662816,0.604640404,6.290552925,0.130955285,455.159,360.445,4.398245532,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.120646808456779,2.3068842234752234,4.014321444551124,0.10028313504887632,-0.23330742896687273
"CAIXA DE CREDITO AGRICOLA MUTUO DOS ACORES, C.R.L",PONTA DELGADA,2020,0.837715619,10.01596039,0.670462193,55.86994332,0.647907307,0.5581283,5.565121856,0.031544449,488.71,409.4,5.814764185,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.191769266518158,2.304179859677399,4.023026548972601,-0.3997879641290662,-0.17707659289651323
"CAIXA DE CREDITO AGRICOLA MUTUO DOS ACORES, C.R.L",PONTA DELGADA,2021,0.841827701,9.653349325,0.931770574,53.6700338,0.71108807,0.438529557,4.46212106,0.069968285,526.957,443.607,4.971444237,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.267118951284503,2.2673049354433377,3.9828548159630874,-0.07066865983623237,-0.17217991632084678
"CAIXA DE CREDITO AGRICOLA MUTUO DOS ACORES, C.R.L",PONTA DELGADA,2022,0.818794104,9.763939233,0.624143168,56.86530996,0.449164759,0.603958307,6.220256694,0.069738336,544.309,445.677,5.00171935,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.299517100302534,2.278695928934944,4.04068548842609,-0.47137550103166376,-0.19992262600256003
"CAIXA DE CREDITO AGRICOLA MUTUO DOS ACORES, C.R.L",PONTA DELGADA,2023,0.841712189,9.719576941,0.909758296,55.79438666,0.478885368,0.521090102,5.349351997,0.067536043,573.348,482.594,5.021460608,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.3514928622075395,2.274142092936648,4.0216732668359585,-0.09457632354271238,-0.17231714146278423
CAIXA ECONOMICA DA MISERICORDIA DE ANGRA DO HEROISMO,ANGRA DO HEROISMO,2017,0.925001307,5.971561503,2.794156076,53.47744263,2.517638674,0.495067217,8.252159124,0.245110597,382.58,353.887,3.369200924,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,5.9469377817245075,1.7870084514955615,3.9792599319056268,1.0275301204055902,-0.07796012849773708
CAIXA ECONOMICA DA MISERICORDIA DE ANGRA DO HEROISMO,ANGRA DO HEROISMO,2018,0.923044277,6.626694795,2.521847343,51.79737715,1.333593365,0.321121004,5.090236002,0.139514963,405.285,374.096,3.908010759,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.004590523326888,1.8911061572696193,3.9473395138136005,0.9249917055758917,-0.0800780748822821
CAIXA ECONOMICA DA MISERICORDIA DE ANGRA DO HEROISMO,ANGRA DO HEROISMO,2019,0.928124085,5.983294479,2.322343941,52.77140615,15.61760037,0.682378108,10.83711875,0.196952974,426.805,396.128,3.521761151,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.056327234448012,1.7889713324846481,3.965969493831555,0.8425769950456282,-0.07458984285014444
CAIXA ECONOMICA DA MISERICORDIA DE ANGRA DO HEROISMO,ANGRA DO HEROISMO,2020,0.919826781,6.244932359,2.612224083,50.59692527,15.74632148,0.150815607,2.4660073,0.221627645,437.827,402.725,3.362389971,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.081823855183469,1.8317703122939029,3.9238908090321076,0.9602019975506816,-0.08356990818798103
CAIXA ECONOMICA DA MISERICORDIA DE ANGRA DO HEROISMO,ANGRA DO HEROISMO,2021,0.924699214,5.92103085,2.714200701,50.87769251,13.82634349,-0.0457969,-0.753212229,0.307580886,453.063,418.947,2.949763063,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.116031188660984,1.7785105638046015,3.929424566391816,0.9984975089364139,-0.07828676840431253
CAIXA ECONOMICA DA MISERICORDIA DE ANGRA DO HEROISMO,ANGRA DO HEROISMO,2022,0.927100014,5.902907908,2.790369249,51.00827059,11.38061594,0.102310771,1.730617633,0.083629526,469.616,435.381,4.273987506,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.15191533948372,1.7754450952559493,3.93198778800782,1.0261739343879692,-0.07569382926834836
CAIXA ECONOMICA DA MISERICORDIA DE ANGRA DO HEROISMO,ANGRA DO HEROISMO,2023,0.923318813,5.861870603,2.699159462,52.80236768,7.785835219,0.079036997,1.343729557,0.065030807,491.959,454.235,4.514756088,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.19839537968656,1.7684687681794944,3.966556032131067,0.9929404141727805,-0.0797806945852971
CAIXA ECONOMICA MONTEPIO GERAL,LISBOA,2017,0.584084707,6.823312139,7.842858663,64.93531852,9.662733348,-0.397518305,-6.031112844,0.29243238,21345.909,12467.819,3.349361628,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,9.968615384371034,1.920345004844915,4.173391674762928,2.0596033932852893,-0.537709260439221
CAIXA ECONOMICA MONTEPIO GERAL,LISBOA,2018,0.621832925,8.727321314,7.351281958,64.50149762,8.729004243,0.037611383,0.48536708,0.473222028,20200.024,12561.04,2.918949436,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,9.913439071507403,2.1664584858831355,4.1666884424469,1.9948747140704555,-0.4750838316496626
CAIXA ECONOMICA MONTEPIO GERAL,LISBOA,2019,0.685248756,8.375051025,7.228277655,66.06177308,7.278837092,0.082056787,0.958648474,0.478889475,18351.327,12575.224,2.871292698,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,9.81745716694433,2.125257170229884,4.190590260050523,1.9780007857996063,-0.37797335919673064
CAIXA ECONOMICA MONTEPIO GERAL,LISBOA,2020,0.706008836,8.184759739,6.331346999,64.62486039,6.366422062,0.133998425,1.618042096,0.039389493,17740.142,12524.697,5.352769154,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,9.783585260341118,2.102273856574307,4.168599172516782,1.8455130095687695,-0.34812752598647767
CAIXA ECONOMICA MONTEPIO GERAL,LISBOA,2021,0.696837903,7.397349959,6.308168442,64.53206693,10.16090517,-0.441717851,-5.67116457,0.260018596,17941.006,12501.973,3.286553832,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,9.794844209848847,2.0011218224234697,4.1671622619632185,1.8418453716612064,-0.36120245911382787
CAIXA ECONOMICA MONTEPIO GERAL,LISBOA,2022,0.648647198,6.914837601,4.280557022,59.18730432,3.305493719,0.040871972,0.572056862,0.252325782,19713.16,12786.886,3.316597084,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,9.889041712004403,1.933669479808406,4.080707064837347,1.4540831464526398,-0.43286631871544623
CAIXA ECONOMICA MONTEPIO GERAL,LISBOA,2023,0.686443719,7.952821304,2.935573503,61.35199941,4.955325115,0.160373376,2.159702687,0.260274933,19106.251,13115.366,3.439508481,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,9.857770837978038,2.0735267467171594,4.11662776084592,1.076902835554562,-0.3762310396548909
CAIXA GERAL DE DEPOSITOS,LISBON,2017,0.743165825,4.150670795,8.223910574,67.20323971,7.224360528,-1.877275856,-36.26207588,0.810452472,93547.313,69521.166,2.155527418,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,11.446222608681502,1.4232699585300956,4.2077214563372785,2.1070458348696426,-0.29683607612428525
CAIXA GERAL DE DEPOSITOS,LISBON,2018,0.68238413,8.87345972,7.617270225,59.25599643,11.33109074,0.082202315,1.263042009,0.887733264,93247.913,63630.896,2.311369922,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,11.443016956558559,2.1830647676234145,4.081866980463923,2.03041806732695,-0.3821625392298442
CAIXA GERAL DE DEPOSITOS,LISBON,2019,0.711881336,9.299936267,6.06589583,58.00149525,9.280123835,0.591822949,6.516555402,0.932119672,89091.417,63422.517,2.361996077,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,11.397418278852541,2.2300075471249756,4.06046879038653,1.8026822363526975,-0.33984404438131754
CAIXA GERAL DE DEPOSITOS,LISBON,2020,0.766886961,9.986477579,4.275645349,56.08592771,5.360815081,0.944523263,9.801315637,0.353978675,85776.06,65780.542,3.430121475,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,11.359495225563437,2.3012319357896422,4.026884938103292,1.4529350498259954,-0.2654158665725795
CAIXA GERAL DE DEPOSITOS,LISBON,2021,0.788168728,9.522065698,4.46822561,52.54910712,4.573721046,0.590566811,6.059002005,0.166561387,91375.446,72019.269,4.106176735,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,11.42273207802512,2.253611810349449,3.9617481061224735,1.4969913745606125,-0.23804309021765335
CAIXA GERAL DE DEPOSITOS,LISBON,2022,0.76673224,8.928900947,4.400298404,48.34399763,4.12571098,0.648660928,7.045833805,0.15498911,104010.147,79747.933,4.123823481,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,11.552243740671821,2.1892933130700305,3.8783420700355924,1.481672357715514,-0.2656176389557422
CAIXA GERAL DE DEPOSITOS,LISBON,2023,0.819212068,9.251105009,4.244706484,49.61770244,3.444613161,0.893962417,9.835839013,0.1314858,102503.009,83971.702,4.345844038,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,11.53764743322728,2.224743004821937,3.904347674088046,1.4456726734387186,-0.19941229336008787
CAIXA RURAL GALEGA SOCIEDAD COOPERATIVA DE CREDITO LIMITADA GALLEGA,LUGO,2017,0.911587628,5.956716203,4.842866616,47.66959746,9.571110519,0.376053542,6.29590346,0.050273052,875.986,798.538,4.76222598,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.775350109073522,1.7845193565850446,3.8642938248764866,1.577506821435373,-0.09256755344469685
CAIXA RURAL GALEGA SOCIEDAD COOPERATIVA DE CREDITO LIMITADA GALLEGA,LUGO,2018,0.913603115,5.506199703,3.996075644,45.91220573,7.291130189,0.38481964,6.729330736,0.009916443,982.547,897.658,6.386990028,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.890148179749383,1.705874676131688,3.8267310017596046,1.3853127905370681,-0.09035903049776256
