Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.829598372,4.844155984,2.838129284,2.541064553,1.38361898,3.63080498,3.353772518,2.981296273,2.884110626,1.076560783,-4.610651165,-0.618672946,-2.127826855,-4.906836144,-6.335597965,-0.74281774,3.973378914,5.967386806,4.872481058,4.41139137,4.41372689,-4.479765068,8.891980276,3.636906148,
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.487792085,4.293071465,3.430857546,1.76597432,3.613338965,4.782365794,6.454261737,6.478203603,4.956085333,1.838240193,-5.198981919,2.136880484,1.55018979,-0.92373445,-0.079052895,2.154500479,5.181402654,2.340552261,4.889722042,2.875468527,2.624956267,-5.732526894,5.446369618,0.755661356,-2.159455312
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.821428031,2.773221251,1.510558261,-0.365628327,-0.755077167,1.197055352,0.788917116,3.933610331,3.114245883,1.152029742,-5.454577169,4.339606777,5.869635737,0.230160993,0.163870563,1.784341886,0.617105353,1.408102075,2.297206047,0.678212594,0.847783197,-3.905303583,3.120162973,1.074951887,-1.112435856
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,5.185262601,5.69115555,5.34352223,3.737482068,3.09308758,3.894529187,-0.185692485,3.066295569,2.313383709,5.211747123
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.704671154,2.867298553,0.219160831,-2.98316206,6.073432194,2.852325155,0.509291715,4.555925723,6.301941569,7.110156189,-1.176774443,0.719489528,-0.204681673,-1.268694036,-0.900680193,3.920238121,-3.615168468,2.663927282,-7.054046687,2.933518572,4.608870253,-17.26089777,6.274997311,5.111782889,4.277848698
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.60794426,3.400684546,0.462534295,0.145880727,0.117358167,2.403233997,2.055110516,3.572063464,0.462731494,-1.094842128,-5.414013999,1.419486631,0.920393685,-0.149916088,0.513424428,1.105433466,1.622166258,2.443368874,2.162355113,1.485085157,1.130657494,-2.70866842,6.382444342,1.925341067,1.137211133
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.312189114,3.075842277,0.943739475,2.997365375,-2.725462464,1.171908499,7.975831368,7.770307349,6.067420944,1.90090508,-0.362882608,6.924484313,1.800671362,1.415388695,3.572464785,5.748381463,5.655742243,5.425601523,3.490477238,5.807049827,3.928931727,-7.719058679,11.07827632,3.822256105,1.419912711
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.766866719,2.354580271,1.592496614,3.987839725,5.067457477,3.039698804,3.972019168,1.427704106,1.435213521,0.763187124,-0.601232167,2.870071684,1.063097087,0.429470118,0.601862817,2.060062449,1.156557658,1.849331718,-0.467047148,-0.511721135,-0.939034027,-6.631659187,2.093487611,1.926700998,2.494770973
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.242052244,6.580618218,5.982306934,7.104118786,8.024262364,8.232751896,9.094090316,10.210798,11.63498957,7.806313305,7.196534203,9.131851953,7.81722375,6.666621406,6.405243985,6.132535698,5.900612304,5.769270769,5.900233394,5.833026227,5.185931294,0.769161736,7.236406918,3.14726676,4.844061854
Early-demographic dividend,EAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.187466755,2.495469996,-0.819835959,-0.008346584,3.54257134,4.373430764,4.128389411,4.327859389,4.006034659,1.859399551,-0.882037465,4.888186148,3.335969258,2.680741869,2.596121226,2.678241059,2.976705993,3.015151575,3.268667972,2.511219676,1.122760895,-5.496856762,6.457692459,4.476205207,2.883103996
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.698850019,4.410505002,2.38022042,3.503760042,4.116189303,5.065322946,5.111391543,5.666523794,6.684493393,3.630340679,1.848187307,6.877621342,4.713861223,4.349353259,4.430673127,3.978943676,3.985556969,3.924664089,4.312332259,4.121542998,3.409332835,-0.57037667,5.939695031,2.669697239,3.859381365
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.398308217,6.405827706,-0.54300155,5.948695901,6.128058869,9.094957412,7.907077784,7.646600589,6.610146554,2.325816017,-4.228849413,6.056369926,7.568770926,3.232844417,5.689491304,2.495649467,2.663898561,1.877477068,4.937635478,2.64914086,1.36071366,-0.371034981,8.239407957,4.641959363,4.370469114
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.761555779,4.242260074,2.123586078,1.3999966,1.535155648,2.888702578,2.363773698,3.547316803,3.322119244,0.604690809,-4.839242082,2.258152319,2.095396416,-0.024989755,0.39239493,1.455454848,1.590516886,1.443662066,2.506552006,1.752567562,1.470317021,-5.68484552,6.433474063,3.513727403,0.642606772
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-6.369163606,-0.625240913,2.429572226,3.121136451,1.101005477,4.990033652,3.596674969,2.560666952,0.166563693,4.764222494,-0.595594236,2.316190671,6.714879926,4.101523923,5.580830898,2.691182658,-1.351005584,-2.16005085,4.337019919,-0.84840938,-1.729289515,-10.5085169,8.527936631,4.987110508,1.289018893
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.835706515,4.18886598,1.427875031,0.27135002,1.061259566,1.998606847,2.420125629,4.784127564,5.018084821,5.078168374,2.645918664,3.036697185,-0.45740936,-0.059787761,-0.153662238,0.53182407,2.095538306,2.192208627,2.128743381,3.349815022,3.67537083,1.770968732,1.591816288,4.928456185,2.169715046
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.693074499,3.539777612,1.864950689,0.473353197,0.164544521,1.747705699,1.174218871,2.764419051,2.485265199,-0.058394855,-4.838471569,1.92935969,1.937377232,-1.062593495,-0.550371782,1.060758435,1.759586777,1.580443205,2.424518751,1.558867796,1.483421284,-6.229985728,5.968884982,3.013822428,-0.133969366
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.417832241,-4.615491589,5.705289623,-0.451653406,-6.5430732,-2.577856846,0.089826485,-2.632089695,-0.170229234,-12.17251481,1.245507906,0.12159164,6.652182535,,,,,,,,,,,,
